grade_level,school_code,sid,male,race_ethnicity,eco_dis,lep,iep,rdg_ss,math_ss
6,3,155,M,W,0,1,1,1420.624973,1451.18463
5,1,156,F,W,0,0,0,1270.10901,1343.866726
8,8,157,F,W,0,0,0,1574.978569,1564.66009
8,10,158,F,W,1,0,0,1941.507544,1961.900786
7,7,159,F,W,0,0,0,1947.483222,1994.771692
7,10,160,F,H,0,0,0,1904.493498,1938.760104
6,11,161,M,W,0,0,0,1782.534965,1844.910165
8,4,162,F,A,0,0,0,1786.213539,1782.201063
5,11,164,M,W,1,1,0,1564.421956,1630.199365
7,9,165,F,W,0,0,0,1635.763561,1634.788529
5,9,166,M,B,0,0,0,1549.076863,1617.711766
7,7,167,M,W,0,0,0,1786.298754,1792.294221
8,5,168,M,W,0,0,1,1574.978569,1564.66009
8,3,169,M,B,0,0,0,1710.587118,1704.410628
5,4,171,F,W,0,0,0,1549.076863,1617.711766
6,6,172,F,B,1,0,1,1678.046177,1720.175117
5,1,173,F,W,0,0,0,1372.278164,1446.555642
5,6,174,F,W,0,0,0,1458.056473,1531.556911
5,6,175,F,H,1,0,1,1252.538644,1326.049729
7,5,176,M,W,0,0,0,1651.274859,1651.234329
5,3,177,F,W,1,0,1,1667.809031,1734.889316
8,10,178,M,B,1,0,1,1593.937739,1582.182242
7,4,179,F,W,0,0,1,1794.059809,1801.799619
5,6,180,M,A,0,0,0,1564.421956,1630.199365
8,9,181,M,W,1,0,0,1768.65751,1760.649833
5,3,182,M,W,1,0,0,1416.646519,1494.566891
8,3,183,F,W,0,0,0,1582.367223,1571.22643
8,11,184,F,W,0,0,0,1780.187313,1774.865761
6,6,185,F,B,0,1,0,1454.385279,1482.143122
7,3,186,M,H,0,0,0,1914.970121,1952.317111
5,5,187,F,W,0,0,1,1674.542033,1741.951616
7,4,188,M,H,0,0,0,1743.988992,1741.329032
6,4,189,F,W,0,0,0,1876.877509,1962.651259
5,6,190,M,W,1,0,0,1423.207311,1500.792304
6,9,191,M,W,1,1,0,1698.799968,1743.755381
8,8,192,F,W,0,0,0,1616.714341,1617.207773
5,10,193,F,W,1,0,0,1636.590577,1702.39752
5,10,194,M,A,0,0,0,1630.782587,1696.399635
6,10,195,M,W,0,0,0,1397.347657,1433.050069
6,11,196,F,A,0,0,0,1574.025011,1618.77458
5,3,197,F,W,1,0,0,1286.853651,1360.789688
8,8,198,F,W,0,0,0,1951.670858,1973.814241
5,6,199,M,H,0,0,0,1661.249345,1728.027085
6,3,200,M,W,0,0,1,1876.877509,1962.651259
7,5,201,F,H,0,1,1,1638.127978,1637.714376
6,10,202,F,A,1,0,0,1594.916882,1638.754546
8,9,203,M,B,1,0,0,1605.06603,1594.81397
6,1,204,M,W,0,0,0,1594.916882,1638.754546
8,8,205,F,W,0,1,0,1841.803234,1847.475496
8,10,206,F,W,0,0,0,1728.27574,1717.988184
6,2,207,M,W,0,0,0,1574.025011,1618.77458
8,6,208,F,W,1,0,0,1921.701085,1938.760447
8,6,210,M,W,1,0,0,1598.358201,1586.790404
5,3,211,F,B,0,0,0,1500.464289,1574.476595
5,12,212,F,W,0,0,0,1214.708567,1287.618353
5,9,213,F,W,1,0,0,1542.504075,1612.558288
6,6,214,F,B,0,0,0,1205.477712,1300.076166
7,11,215,M,W,0,0,0,1757.340027,1756.708219
6,12,216,F,W,0,0,0,1511.456971,1548.125886
7,6,217,M,W,0,0,0,1643.001604,1643.157468
6,6,218,M,W,0,0,0,1263.141201,1337.414828
8,12,219,M,W,0,0,0,1623.676548,1628.630053
7,7,220,F,W,0,0,0,1884.093229,1912.627949
8,12,222,F,W,0,0,0,1664.622994,1663.912885
6,6,223,F,B,1,0,0,1566.947695,1609.657622
8,10,224,M,W,0,1,0,1588.64718,1577.030699
6,3,225,M,W,0,0,0,1888.345969,1977.395535
6,1,226,M,W,1,0,0,1454.385279,1482.143122
5,3,227,F,W,0,0,0,1799.421786,1875.550143
6,6,228,M,W,1,0,0,1489.941715,1523.696014
5,5,229,F,W,0,0,0,1598.341236,1663.154047
7,11,230,M,W,1,1,0,1750.577802,1748.771006
7,6,232,M,W,0,1,1,1495.149479,1488.877622
8,9,233,F,W,0,0,0,1593.937739,1582.182242
5,11,234,M,D,0,0,0,1530.44464,1602.572284
6,5,235,M,W,1,0,0,1802.089033,1868.633394
8,11,236,M,W,0,0,0,1962.005017,1985.942083
7,5,237,M,A,0,0,0,1845.557615,1864.539032
6,8,238,F,W,0,0,0,1876.877509,1962.651259
8,11,239,M,W,0,0,0,1626.961215,1631.874617
8,4,240,F,B,0,0,0,1763.137144,1753.763523
6,12,241,F,B,0,0,0,1454.385279,1482.143122
7,11,242,F,W,1,0,1,1598.336573,1599.825695
6,5,243,F,A,0,0,0,1420.624973,1451.18463
7,7,244,F,W,0,0,1,1275.840396,1333.354377
8,6,245,F,H,0,0,0,1593.937739,1582.182242
5,2,246,F,W,0,0,1,1727.169188,1797.751259
8,6,247,F,B,0,0,0,1657.151162,1656.541123
5,5,248,F,A,1,0,0,1819.182421,1896.998239
8,6,249,M,W,0,0,0,1941.507544,1961.900786
6,2,250,F,W,0,0,0,1550.552123,1590.486507
8,5,251,M,H,0,0,1,1630.774733,1634.887746
5,5,252,M,B,1,0,0,1524.512643,1596.995883
8,5,253,M,B,0,0,0,1574.978569,1564.66009
5,6,254,F,H,0,0,0,1173.18088,1245.847368
7,5,255,F,B,0,0,0,1313.945427,1358.221923
5,6,256,F,W,0,0,1,1839.592485,1919.210236
8,3,257,F,W,0,0,0,1858.05843,1865.940759
7,4,258,F,W,0,0,0,1616.825435,1612.649266
5,6,259,F,W,1,0,0,1819.182421,1896.998239
8,10,260,F,B,1,0,0,1616.714341,1617.207773
7,12,261,F,W,0,0,0,1437.719319,1444.949271
8,4,262,M,W,0,0,1,1719.278872,1710.822661
5,11,263,M,W,0,0,0,1771.027392,1844.846872
5,6,264,M,W,0,0,0,1688.558616,1756.712691
7,3,265,M,W,0,0,0,1474.168336,1472.656638
8,9,266,F,W,0,0,0,1742.49004,1730.87082
7,8,267,M,W,1,0,0,1503.939964,1496.347351
8,12,268,F,W,0,0,0,1819.293702,1821.495162
3,9,269,F,W,0,1,0,1733.619231,1754.55381
5,3,270,F,W,1,0,0,1496.590445,1572.023271
7,6,271,F,H,0,0,0,1936.466876,1980.337918
5,10,272,M,H,0,0,1,1511.730713,1583.260076
8,5,273,F,H,0,0,1,1685.864978,1686.396932
5,3,274,M,A,1,0,0,1252.538644,1326.049729
8,10,275,M,W,0,0,1,1714.899053,1707.543074
7,3,276,F,W,0,0,0,1864.442885,1887.895701
7,11,277,F,W,0,0,1,1635.763561,1634.788529
7,1,278,M,W,0,0,0,1719.192242,1715.548202
3,12,279,F,W,0,0,0,1684.124408,1705.292203
6,5,280,F,H,0,0,0,1205.477712,1300.076166
7,1,281,M,W,0,0,0,1603.493998,1604.058254
7,6,283,M,H,1,0,0,1578.787394,1572.854518
7,10,284,F,W,1,0,0,1616.825435,1612.649266
6,3,285,M,H,1,1,1,1876.877509,1962.651259
6,4,286,M,W,0,0,0,1641.020402,1682.675851
6,12,287,M,W,1,0,0,1579.043533,1624.149367
7,5,288,F,W,1,0,0,1606.431495,1606.103442
5,5,289,F,B,0,0,0,1466.68387,1541.392527
6,5,290,F,B,0,0,1,1485.183552,1518.456956
5,6,291,F,H,0,0,0,1564.421956,1630.199365
8,12,292,F,W,1,0,0,1669.908513,1669.570129
5,3,293,M,W,1,0,1,1780.323782,1854.882661
6,10,294,F,B,1,0,0,1430.737432,1459.559443
7,6,295,F,B,0,0,0,1725.175223,1721.491882
8,2,296,F,W,0,0,0,1875.30835,1885.402374
6,2,297,F,W,0,0,0,1263.141201,1337.414828
6,6,298,M,A,1,0,1,1698.799968,1743.755381
5,7,299,M,W,1,0,1,1583.323016,1647.885787
6,6,300,M,H,0,0,1,1737.594592,1790.929257
8,3,302,M,D,0,0,0,1574.978569,1564.66009
5,5,303,F,D,0,1,0,1552.596445,1620.491347
5,5,304,M,H,1,0,0,1416.646519,1494.566891
8,9,305,F,W,0,0,0,1866.580517,1875.54272
7,9,306,F,W,1,0,1,1904.493498,1938.760104
7,6,307,M,W,0,0,0,1437.719319,1444.949271
6,6,308,F,W,0,0,0,1613.513359,1655.74663
7,10,309,M,W,0,1,0,1719.192242,1715.548202
6,5,310,M,A,1,0,0,1574.025011,1618.77458
6,7,311,F,W,0,0,0,1576.47823,1621.490814
5,3,312,F,B,0,0,0,1593.263962,1657.985447
6,6,313,M,A,0,0,0,1358.563488,1403.656461
8,2,314,M,W,0,0,0,1332.204174,1347.18219
7,9,315,F,W,1,0,1,1365.612892,1392.985934
7,10,316,M,W,0,0,0,1884.093229,1912.627949
5,11,317,M,W,1,0,0,1452.717212,1526.15791
6,7,318,M,W,0,0,1,1608.282949,1650.807411
6,10,319,F,W,1,0,1,1843.6356,1920.214402
5,9,320,F,W,0,0,0,1536.367559,1607.635773
8,10,321,M,W,0,0,0,1352.215934,1363.577776
7,3,322,F,D,0,0,0,1547.120977,1539.307385
7,11,323,M,H,0,0,0,1665.785485,1664.454068
7,3,324,M,W,1,1,0,1786.298754,1792.294221
6,1,325,F,W,0,1,0,1566.947695,1609.657622
7,3,326,F,H,0,1,0,1563.180081,1554.273146
8,3,327,F,D,0,1,0,1780.187313,1774.865761
6,11,328,M,W,0,0,0,1792.209032,1856.610356
8,3,329,F,A,0,0,0,1669.908513,1669.570129
8,12,330,F,W,1,1,0,1757.768609,1747.304239
6,5,331,F,W,0,1,0,1832.948253,1906.755809
6,2,332,M,B,0,0,0,1344.468229,1393.336699
7,6,333,M,B,0,0,0,1743.988992,1741.329032
7,3,334,M,H,0,0,1,1575.510509,1568.271653
7,5,335,F,H,0,0,0,1628.479213,1624.495347
5,6,336,M,B,0,0,0,1423.207311,1500.792304
8,6,337,M,B,0,0,0,1659.619259,1658.889828
7,5,338,F,W,1,0,0,1701.98516,1699.047551
6,3,339,F,W,1,0,0,1460.541958,1488.919647
6,12,340,M,W,0,0,0,1598.974034,1642.373586
6,11,341,F,W,1,0,0,1566.947695,1609.657622
5,6,342,F,W,0,1,0,1871.396383,1953.923988
5,1,343,F,W,1,0,0,1475.906092,1552.514706
5,4,344,F,W,0,0,1,1452.717212,1526.15791
8,11,345,M,H,0,0,1,1593.937739,1582.182242
6,12,346,M,B,0,0,0,1587.80211,1632.401123
7,5,347,F,D,1,0,0,1864.442885,1887.895701
7,11,348,F,W,0,0,0,1845.557615,1864.539032
6,7,349,F,W,1,0,0,1485.183552,1518.456956
7,5,350,M,D,0,0,1,1547.120977,1539.307385
6,9,351,M,W,1,0,1,1537.067939,1581.565734
6,6,353,F,H,1,0,0,1865.601867,1948.188637
5,12,354,F,W,0,0,0,1470.159865,1545.525593
5,11,355,F,B,1,1,0,1871.396383,1953.923988
5,10,356,F,W,1,0,0,1435.229687,1511.451475
6,7,357,M,W,0,0,0,1537.067939,1581.565734
6,3,358,M,W,0,0,0,1773.068473,1833.523603
7,10,360,F,W,1,0,0,1575.510509,1568.271653
7,4,361,F,W,0,0,0,1854.903669,1876.051548
7,5,362,F,W,0,0,0,1786.298754,1792.294221
5,8,363,F,W,0,0,0,1234.08951,1307.285107
6,5,366,F,B,0,0,1,1652.786867,1694.147729
7,8,367,M,W,0,0,0,1864.442885,1887.895701
6,8,368,M,W,1,0,0,1564.552648,1606.088492
6,5,369,F,W,0,0,1,1581.759936,1626.812459
8,6,370,M,W,0,0,1,1768.65751,1760.649833
6,3,371,F,H,1,0,0,1713.639655,1761.824868
8,3,372,M,W,0,0,1,1657.151162,1656.541123
6,9,373,M,H,0,0,0,1574.025011,1618.77458
7,7,374,M,W,1,0,1,1613.298286,1610.341063
6,5,376,M,H,1,1,1,1454.385279,1482.143122
5,6,377,M,W,0,0,0,1564.421956,1630.199365
6,4,378,M,W,0,0,1,1598.974034,1642.373586
6,3,379,M,H,1,0,0,1439.634188,1467.491686
7,10,380,F,W,1,0,0,1410.763032,1424.989386
6,11,381,F,A,0,0,0,1698.799968,1743.755381
6,7,382,M,W,0,0,1,1504.153673,1538.592358
7,2,383,F,W,0,0,1,1750.577802,1748.771006
5,6,384,F,W,1,0,0,1383.199451,1458.720224
6,6,385,F,W,1,0,0,1822.460284,1893.684886
6,8,386,F,W,0,0,0,1447.466413,1475.010024
7,11,387,M,W,1,0,0,1675.252555,1673.234667
8,5,388,M,W,0,0,0,1332.204174,1347.18219
8,1,390,M,W,0,0,0,1311.37823,1330.296701
6,2,391,F,W,0,0,0,1480.570234,1513.033318
5,2,392,F,W,0,0,0,1485.205514,1563.022672
8,1,393,M,W,1,0,1,1884.2223,1895.528327
6,6,395,M,W,1,0,0,1508.007659,1543.379749
6,3,396,M,H,0,0,0,1608.282949,1650.807411
4,6,398,M,A,0,0,1,1574.929481,1627.748256
7,12,399,M,W,0,0,1,1462.501366,1463.848964
7,9,400,M,W,0,0,0,1581.744093,1577.442747
8,1,401,F,W,0,0,0,1702.133322,1698.422231
5,3,402,M,H,0,1,0,1518.348892,1590.534631
7,7,403,M,W,0,0,0,1541.856375,1533.97221
6,9,404,F,H,1,0,0,1547.073845,1588.129948
5,1,405,F,A,0,0,0,1780.323782,1854.882661
6,5,406,F,A,0,0,0,1480.570234,1513.033318
7,5,407,M,H,0,0,0,1424.531213,1435.099009
6,6,408,F,B,1,0,0,1540.078315,1583.727775
8,3,410,M,B,0,0,0,1941.507544,1961.900786
7,1,411,F,W,1,0,0,1575.510509,1568.271653
8,8,413,M,W,0,0,0,1389.611564,1394.847771
6,5,414,M,B,0,0,1,1812.17333,1880.988497
6,6,415,M,D,1,1,0,1537.067939,1581.565734
7,3,416,F,W,0,0,0,1581.744093,1577.442747
8,3,417,M,W,1,0,0,1558.364057,1548.803815
8,1,418,M,W,0,0,1,1747.453451,1735.89912
6,4,419,M,W,0,0,0,1564.552648,1606.088492
7,2,420,F,W,0,0,0,1725.175223,1721.491882
7,12,421,F,W,1,0,0,1680.445479,1678.348988
5,11,422,F,W,1,0,0,1416.646519,1494.566891
8,5,423,M,H,0,0,0,1669.908513,1669.570129
6,12,424,M,W,0,0,0,1485.183552,1518.456956
5,11,425,M,W,0,0,0,1674.542033,1741.951616
8,5,426,M,W,0,0,0,1657.151162,1656.541123
6,2,427,M,W,0,1,1,1543.413558,1585.896442
7,5,428,M,W,0,0,0,1613.298286,1610.341063
7,5,429,F,B,0,0,1,1685.706417,1683.528894
6,4,430,M,B,1,0,0,1603.416384,1646.370468
8,7,431,F,W,0,0,0,1646.832862,1647.531826
7,6,432,M,H,1,0,0,1606.431495,1606.103442
8,1,433,F,W,1,0,0,1455.056878,1450.642436
8,5,434,F,H,1,0,0,1605.06603,1594.81397
7,2,436,F,W,1,0,0,1794.059809,1801.799619
5,3,437,M,W,0,0,1,1536.367559,1607.635773
8,8,438,F,W,0,0,1,1613.289702,1609.151736
5,3,439,M,H,0,0,0,1614.092166,1679.243729
7,10,440,F,W,1,0,0,1657.899564,1657.286618
6,2,441,M,W,0,0,1,1517.384752,1557.522418
6,6,442,M,B,1,0,1,1876.877509,1962.651259
7,12,443,M,W,1,0,0,1818.734802,1831.879036
8,9,444,F,W,0,0,0,1483.850252,1475.385977
7,5,445,M,W,0,0,0,1586.9284,1585.713596
8,3,446,M,H,1,0,0,1786.213539,1782.201063
7,5,447,M,W,0,0,0,1349.159264,1381.720448
6,5,448,M,H,0,0,0,1329.709711,1382.740848
6,10,449,F,H,0,0,0,1397.347657,1433.050069
6,2,450,F,W,0,0,1,1618.834516,1661.086786
8,6,451,M,B,0,0,0,1737.644881,1726.237053
6,3,452,M,H,0,1,0,1629.72824,1671.7708
7,8,453,M,W,0,0,0,1665.785485,1664.454068
5,2,454,F,W,1,0,0,1799.421786,1875.550143
7,5,455,F,H,0,0,0,1836.406616,1853.346925
5,1,456,M,W,0,0,1,1688.558616,1756.712691
7,3,457,F,B,0,0,1,1567.764719,1559.009176
5,6,458,F,H,1,0,0,1674.542033,1741.951616
5,6,459,M,B,0,0,1,1809.2201,1886.177659
6,6,460,F,W,0,1,0,1591.205913,1635.451131
8,7,461,F,W,0,0,0,1685.864978,1686.396932
5,8,462,M,W,1,0,0,1556.308599,1623.468146
7,8,463,M,B,0,0,0,1894.20057,1925.525379
7,8,464,M,W,0,0,0,1670.301543,1668.6116
8,9,467,M,W,1,0,1,1549.644866,1539.430306
7,3,468,M,W,1,0,0,1525.164809,1516.531993
8,7,469,M,W,0,0,0,1774.338101,1767.684887
8,3,470,F,H,1,0,0,1951.670858,1973.814241
6,8,471,F,W,0,0,0,1511.456971,1548.125886
5,4,472,F,W,0,0,0,1614.092166,1679.243729
6,3,473,F,W,1,0,0,1900.005608,1992.394956
7,9,474,M,B,0,0,0,1511.771518,1503.427517
5,7,475,M,W,1,0,0,1429.35113,1506.349459
6,8,476,M,W,0,0,1,1534.321636,1579.352107
6,5,477,F,A,1,0,0,1409.267829,1442.33858
4,10,479,M,W,0,0,1,1617.918276,1669.966912
8,6,480,F,W,1,0,0,1654.667233,1654.260968
8,6,481,F,W,0,0,0,1689.756517,1689.512399
8,6,482,M,H,0,0,0,1352.215934,1363.577776
7,10,483,F,W,0,0,0,1593.750131,1595.017659
6,4,484,F,W,0,0,1,1624.236315,1666.422775
8,1,485,F,W,0,0,0,1659.619259,1658.889828
6,3,486,M,H,0,1,0,1729.370914,1780.972552
7,6,487,F,H,0,0,0,1675.252555,1673.234667
7,4,488,F,W,1,0,0,1675.252555,1673.234667
5,4,489,F,W,1,0,0,1703.360363,1772.382844
5,7,490,M,W,0,0,0,1695.857515,1764.4296
6,2,491,F,B,0,0,0,1684.775987,1727.576525
8,8,492,F,W,1,0,0,1732.909579,1721.956585
5,10,493,F,H,0,0,0,1286.853651,1360.789688
6,3,494,M,D,0,0,0,1344.468229,1393.336699
5,4,495,M,A,0,0,0,1661.249345,1728.027085
6,10,496,F,W,0,0,0,1613.513359,1655.74663
8,3,497,F,W,0,0,0,1672.728839,1672.711567
8,6,498,F,B,0,0,0,1605.06603,1594.81397
6,11,499,F,B,0,0,0,1329.709711,1382.740848
6,10,501,M,W,0,0,0,1574.025011,1618.77458
6,11,502,F,W,1,0,0,1499.834218,1533.735049
6,4,503,F,B,0,0,0,1802.089033,1868.633394
7,5,504,F,A,0,1,0,1518.795885,1510.146328
8,12,505,M,W,0,0,0,1747.453451,1735.89912
8,5,506,F,W,0,0,0,1983.178234,2010.797516
7,12,507,M,W,0,1,0,1503.939964,1496.347351
6,2,508,M,W,0,0,0,1489.941715,1523.696014
7,10,509,M,W,0,0,0,1713.33876,1709.858431
7,9,510,M,W,0,0,0,1635.763561,1634.788529
7,6,511,M,W,1,0,1,1771.419859,1773.997676
6,8,512,M,W,0,0,0,1721.389097,1771.274162
7,5,513,M,W,0,0,1,1731.296485,1727.737735
7,5,514,M,W,1,1,0,1578.787394,1572.854518
8,4,515,M,W,0,0,1,1609.725064,1601.976159
7,10,516,M,W,1,0,0,1474.168336,1472.656638
5,6,517,F,A,0,0,0,1545.722018,1615.082911
7,6,518,M,H,1,0,0,1275.840396,1333.354377
7,5,519,M,B,0,0,0,1750.577802,1748.771006
8,9,520,F,W,0,0,0,1798.830613,1797.369367
6,10,521,M,B,0,0,1,1737.594592,1790.929257
6,6,522,M,W,0,1,0,1721.389097,1771.274162
3,5,523,F,H,0,0,0,1339.733736,1378.628844
8,6,524,F,H,1,0,0,1582.367223,1571.22643
8,6,525,M,W,1,0,1,1620.95338,1625.124057
5,4,526,F,H,1,0,0,1383.199451,1458.720224
6,2,527,F,W,0,0,0,1454.385279,1482.143122
7,4,528,M,W,0,0,0,1313.945427,1358.221923
6,8,529,M,W,1,0,0,1579.043533,1624.149367
7,10,530,M,W,0,0,0,1654.449587,1654.152203
5,7,531,M,W,0,0,0,1470.159865,1545.525593
5,6,532,F,W,0,0,0,1603.499922,1668.413916
4,6,533,F,W,0,0,1,1721.887585,1772.97789
6,9,534,M,W,0,0,1,1205.477712,1300.076166
6,6,535,F,W,1,0,1,1729.370914,1780.972552
6,9,536,F,W,1,0,0,1865.601867,1948.188637
6,3,537,M,B,1,0,1,1562.074604,1602.307523
7,11,538,F,W,0,1,0,1645.590924,1645.79921
6,8,539,M,W,0,0,0,1721.389097,1771.274162
7,11,541,M,W,0,0,0,1598.336573,1599.825695
7,3,542,M,A,0,0,0,1737.564814,1734.33403
8,5,543,M,W,0,0,0,1598.358201,1586.790404
8,2,544,M,H,0,0,0,1962.005017,1985.942083
7,3,545,M,W,1,1,1,1331.942987,1370.136392
8,1,546,F,W,0,0,0,1697.974672,1695.483817
6,10,547,F,W,0,1,0,1519.984812,1561.72711
8,6,548,M,W,0,0,0,1637.820667,1640.339695
8,12,550,F,W,0,0,0,1540.490587,1529.669735
5,3,551,F,B,1,0,0,1761.90161,1835.012504
7,10,552,M,W,0,0,1,1547.120977,1539.307385
6,10,553,M,B,0,0,0,1454.385279,1482.143122
7,5,554,M,W,0,0,0,1707.605994,1704.374303
7,6,555,M,B,0,0,0,1536.543309,1528.416725
5,7,556,M,W,0,0,0,1636.590577,1702.39752
7,3,557,F,B,0,1,0,1586.9284,1585.713596
7,3,558,M,B,1,1,1,1511.771518,1503.427517
8,3,559,M,W,1,0,1,1774.338101,1767.684887
5,10,560,M,W,0,0,0,1504.43543,1577.128175
8,5,561,M,H,0,0,1,1752.543509,1741.363182
8,8,562,F,W,0,1,0,1593.937739,1582.182242
8,9,563,F,W,1,0,0,1469.743994,1463.255938
6,3,564,M,W,0,0,0,1684.775987,1727.576525
7,10,565,M,W,0,0,1,1696.467475,1693.82991
7,4,566,M,A,0,1,1,1525.164809,1516.531993
8,2,567,F,W,0,0,0,1469.743994,1463.255938
8,3,568,F,W,0,0,1,1742.49004,1730.87082
6,11,569,F,H,1,0,0,1562.074604,1602.307523
5,1,570,F,W,1,1,0,1619.54104,1684.831806
7,12,571,F,W,0,0,0,1845.557615,1864.539032
5,5,572,F,W,0,0,0,1780.323782,1854.882661
6,3,573,F,B,0,0,0,1556.713458,1595.801633
5,5,574,M,W,0,0,0,1409.517045,1487.460097
5,6,575,M,H,1,0,0,1556.308599,1623.468146
8,3,576,F,B,1,0,0,1332.204174,1347.18219
5,4,577,F,W,0,0,0,1429.35113,1506.349459
5,6,578,M,N,0,1,0,1799.421786,1875.550143
5,11,579,M,W,1,0,0,1416.646519,1494.566891
6,3,580,F,B,1,0,0,1571.64486,1615.938448
7,2,581,F,W,0,0,0,1620.067046,1615.160911
8,2,582,F,W,0,0,0,1747.453451,1735.89912
5,3,583,F,B,0,0,0,1667.809031,1734.889316
8,7,584,M,W,0,0,0,1637.820667,1640.339695
5,9,585,F,W,1,0,0,1839.592485,1919.210236
8,9,586,F,W,1,0,1,1719.278872,1710.822661
7,10,587,M,H,0,0,0,1884.093229,1912.627949
7,11,588,M,H,1,1,0,1936.466876,1980.337918
7,8,589,M,W,0,0,0,1575.510509,1568.271653
8,5,590,M,D,0,0,0,1710.587118,1704.410628
6,3,591,M,B,0,1,1,1494.988498,1528.779156
7,9,592,M,W,0,0,0,1603.493998,1604.058254
7,11,593,M,W,0,0,0,1731.296485,1727.737735
7,12,594,M,W,1,0,0,1771.419859,1773.997676
6,7,595,F,W,0,0,0,1517.384752,1557.522418
6,4,596,M,W,0,0,0,1691.690756,1735.422205
7,6,597,F,B,0,0,0,1640.527307,1640.483273
7,5,598,F,B,0,0,0,1713.33876,1709.858431
8,6,599,M,W,1,0,0,1423.767143,1423.863836
7,9,600,M,W,0,0,0,1675.252555,1673.234667
8,6,601,F,W,0,0,0,1455.056878,1450.642436
5,2,602,F,H,1,0,0,1423.207311,1500.792304
5,10,603,M,W,0,0,1,1372.278164,1446.555642
5,3,604,M,W,1,0,1,1578.444027,1642.937631
5,3,605,F,H,1,0,0,1515.110523,1586.857384
6,3,606,F,H,0,0,0,1812.17333,1880.988497
7,7,607,F,W,0,0,0,1581.744093,1577.442747
6,6,608,F,H,1,0,0,1471.17344,1501.517637
6,5,609,M,W,1,0,0,1594.916882,1638.754546
8,12,610,M,W,0,1,0,1951.670858,1973.814241
6,10,611,F,W,1,1,0,1517.384752,1557.522418
8,2,612,F,W,1,0,1,1616.714341,1617.207773
4,12,613,M,W,0,1,0,1604.915228,1657.202637
7,1,614,M,H,0,0,1,1474.168336,1472.656638
6,3,615,F,H,0,1,1,1205.477712,1300.076166
8,11,616,F,W,0,0,1,1719.278872,1710.822661
5,6,617,M,W,0,0,1,1302.825606,1376.872239
8,7,618,M,W,1,0,0,1702.133322,1698.422231
7,2,619,F,W,0,0,0,1474.168336,1472.656638
5,2,620,F,W,0,0,0,1654.855314,1721.355856
6,3,621,M,B,1,0,0,1556.713458,1595.801633
6,12,622,M,W,0,0,0,1658.871672,1700.204286
5,6,623,M,W,0,0,0,1466.68387,1541.392527
5,5,624,F,D,1,0,0,1536.367559,1607.635773
8,12,625,M,W,0,0,0,1875.30835,1885.402374
6,6,626,M,W,1,0,1,1466.087621,1495.368263
7,12,627,F,D,1,0,1,1771.419859,1773.997676
7,3,628,F,B,0,0,0,1914.970121,1952.317111
6,9,629,M,W,0,0,0,1344.468229,1393.336699
8,2,630,F,W,0,0,0,1774.338101,1767.684887
7,9,631,M,H,1,0,1,1810.26905,1821.580801
7,6,632,F,B,1,0,0,1410.763032,1424.989386
6,6,633,M,W,1,0,0,1466.087621,1495.368263
7,6,634,M,B,1,0,0,1665.785485,1664.454068
7,9,635,F,W,1,0,0,1381.340386,1403.94469
6,6,636,F,H,0,0,0,1562.074604,1602.307523
8,5,637,F,B,1,0,0,1682.2452,1683.139983
5,3,638,M,B,0,0,0,1485.205514,1563.022672
7,3,639,F,W,1,1,0,1713.33876,1709.858431
8,12,640,M,W,1,0,0,1902.600913,1916.607889
6,6,641,M,W,1,0,0,1344.468229,1393.336699
6,6,642,F,H,0,0,0,1564.552648,1606.088492
7,11,643,F,W,0,1,0,1474.168336,1472.656638
7,11,644,M,W,1,0,1,1701.98516,1699.047551
5,1,646,M,W,0,0,1,1552.596445,1620.491347
7,8,647,F,W,0,0,0,1437.719319,1444.949271
6,3,648,F,W,1,0,0,1504.153673,1538.592358
7,9,649,F,W,0,0,1,1818.734802,1831.879036
8,3,650,M,W,0,0,0,1763.137144,1753.763523
7,2,651,M,W,0,0,0,1575.510509,1568.271653
8,5,652,M,H,0,0,0,1667.216151,1666.647235
7,8,654,M,W,0,0,1,1657.899564,1657.286618
8,4,655,M,W,0,0,0,1371.342144,1379.470944
4,10,656,M,H,1,0,0,1498.347014,1556.346894
8,9,657,F,W,0,0,0,1732.909579,1721.956585
8,3,658,F,H,0,1,0,1311.37823,1330.296701
8,6,659,M,W,0,0,0,1623.676548,1628.630053
8,7,660,M,W,1,0,1,1659.619259,1658.889828
8,11,661,M,H,1,0,0,1893.320457,1905.929161
8,5,662,M,W,0,0,1,1849.800351,1856.587887
8,6,663,M,H,1,1,0,1780.187313,1774.865761
8,9,664,F,B,1,0,0,1646.832862,1647.531826
7,8,665,M,W,0,0,0,1737.564814,1734.33403
6,11,666,M,H,0,0,0,1298.011712,1360.684532
8,3,667,F,W,0,0,0,1643.998012,1645.22589
6,3,668,F,H,1,0,0,1782.534965,1844.910165
7,2,669,F,B,0,0,0,1295.230611,1345.965198
7,3,670,M,W,1,1,0,1584.438473,1581.822832
7,3,671,F,H,0,0,0,1836.406616,1853.346925
7,8,672,M,W,0,0,0,1552.488861,1544.45046
6,4,673,F,W,0,0,0,1543.413558,1585.896442
6,5,674,F,D,1,0,0,1665.103503,1706.532221
7,6,675,M,H,0,0,0,1958.675688,2009.467697
8,9,676,M,W,0,0,1,1834.058683,1838.594982
8,4,677,M,W,0,0,0,1558.364057,1548.803815
7,9,678,M,W,0,0,0,1613.298286,1610.341063
